num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status_type_link,status_type_photo,status_type_status,status_type_video
0.11231422505307856,0.024392567889471178,0.07651869158878503,0.09171974522292994,0.1400304414003044,0.01079136690647482,0.006369426751592357,0.0196078431372549,0.0,0.0,0.0,0.0,1.0
0.03184713375796178,0.0,0.0,0.03184713375796178,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.048195329087048835,0.01124344926155312,0.01664719626168224,0.04331210191082803,0.0319634703196347,0.0035971223021582736,0.006369426751592357,0.0,0.0,0.0,0.0,0.0,1.0
0.02356687898089172,0.0,0.0,0.02356687898089172,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.045222929936305736,0.0,0.0,0.04331210191082803,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.04607218683651805,0.00028585040495474035,0.0,0.04479830148619958,0.0076103500761035,0.0035971223021582736,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.10679405520169852,0.029252024773701764,0.02102803738317757,0.08874734607218684,0.106544901065449,0.03597122302158273,0.012738853503184714,0.0,0.0967741935483871,0.0,0.0,0.0,1.0
0.06263269639065817,0.0215817055740829,0.01547897196261682,0.055201698513800426,0.0487062404870624,0.0035971223021582736,0.006369426751592357,0.0,0.03225806451612903,0.0,0.0,0.0,1.0
0.04309978768577495,4.7641734159123394e-05,0.0,0.04203821656050956,0.0076103500761035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.036093418259023353,0.0004287756074321105,0.0002920560747663551,0.03545647558386412,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.0445859872611465,9.528346831824679e-05,0.0008761682242990653,0.04288747346072187,0.0106544901065449,0.0035971223021582736,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.04713375796178344,0.00019056693663649358,0.0,0.045222929936305736,0.0076103500761035,0.014388489208633094,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.06645435244161359,0.00019056693663649358,0.0005841121495327102,0.06475583864118896,0.0091324200913242,0.007194244604316547,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.04437367303609342,0.00019056693663649358,0.0,0.042462845010615716,0.0121765601217656,0.0035971223021582736,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.07346072186836518,0.0005240590757503574,0.0,0.07112526539278131,0.015220700152207,0.0035971223021582736,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.07048832271762208,0.004764173415912339,0.008761682242990653,0.0643312101910828,0.0350076103500761,0.0035971223021582736,0.03184713375796178,0.0,0.0,0.0,0.0,0.0,1.0
0.028662420382165606,0.012196283944735589,0.023072429906542055,0.024840764331210193,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.03184713375796178,0.008242020009528348,0.013726635514018691,0.02802547770700637,0.0243531202435312,0.0035971223021582736,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,1.0
0.046921443736730364,0.007908527870414484,0.010514018691588784,0.04076433121019109,0.0426179604261796,0.0,0.006369426751592357,0.0,0.0,0.0,0.0,0.0,1.0
0.03227176220806794,9.528346831824679e-05,0.0,0.031634819532908705,0.0045662100456621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.049681528662420385,0.0007146260123868509,0.0002920560747663551,0.046921443736730364,0.0182648401826484,0.0035971223021582736,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.048195329087048835,0.0003334921391138638,0.0002920560747663551,0.04607218683651805,0.0106544901065449,0.007194244604316547,0.006369426751592357,0.0,0.0,0.0,1.0,0.0,0.0
0.0208067940552017,0.0,0.0,0.020382165605095544,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.003821656050955414,0.0,0.0,0.003821656050955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.021656050955414015,0.0,0.0,0.021231422505307858,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.007855626326963907,0.0,0.0002920560747663551,0.007855626326963907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01592356687898089,0.001715102429728442,0.0040887850467289715,0.014861995753715499,0.0076103500761035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.01910828025477707,0.0037160552644116248,0.002628504672897196,0.018046709129511677,0.0076103500761035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
